IDgroup,GroupMembers,Name_Last,Ocurrence_LastName,HomePlanet,CryoSleep,Destination,Age,VIP,ExpRS,ExpFC,ExpSM,ExpSpa,ExpVR,Cabin_Deck,Cabin_num,Cabin_isPort,ExpTotal,Exp_zero,Transported
770,6,Mclardson,17.0,Earth,1.0,PSO,10,0.0,0,0,0,0,0,G,117,0.0,0,True,False
770,6,Mclardson,17.0,Earth,0.0,Cancri,0,0.0,0,0,0,0,0,G,117,0.0,0,True,True
770,6,,,Earth,1.0,PSO,7,0.0,0,0,0,0,0,G,117,0.0,0,True,True
771,1,Steeletters,7.0,Earth,1.0,Trappist,25,0.0,0,0,0,0,0,G,112,1.0,0,True,False
772,4,Hednigic,8.0,Europa,0.0,Cancri,37,0.0,0,16,325,4476,1359,E,56,0.0,6176,False,False
772,4,Plegred,7.0,Europa,1.0,Cancri,15,0.0,0,0,0,0,0,E,56,0.0,0,True,True
772,4,Hednigic,8.0,Europa,1.0,Trappist,26,0.0,0,0,0,0,0,E,56,0.0,0,True,True
772,4,Hednigic,8.0,Europa,0.0,Cancri,7,0.0,0,0,0,0,0,E,56,0.0,0,True,True
773,1,Beston,5.0,Earth,0.0,Trappist,30,0.0,558,4,0,175,0,F,143,0.0,737,False,False
776,1,Roycentes,3.0,Earth,0.0,Trappist,19,0.0,0,2,1399,0,18,F,161,1.0,1419,False,True
777,1,Plattering,5.0,Europa,0.0,Trappist,30,0.0,0,3004,0,1018,0,A,5,1.0,4022,False,False
779,1,Rodger,7.0,Earth,0.0,Trappist,21,0.0,562,2,0,0,11,F,162,1.0,575,False,False
781,1,Valexandez,8.0,Earth,0.0,PSO,21,0.0,14,33,0,3,467,G,118,0.0,517,False,False
782,1,Walé,3.0,Mars,1.0,Trappist,59,0.0,0,0,0,0,0,F,163,1.0,0,True,True
784,1,Aiming,2.0,Europa,1.0,Cancri,28,0.0,0,0,0,0,0,C,33,0.0,0,True,True
785,1,Hughriend,9.0,Earth,0.0,Trappist,32,0.0,713,0,2,0,1,F,165,1.0,716,False,False
786,1,Hartz,5.0,Earth,1.0,Trappist,19,0.0,0,0,0,0,0,G,113,1.0,0,True,True
787,1,Quinnerry,6.0,Earth,1.0,Trappist,7,0.0,0,0,0,0,0,G,114,1.0,0,True,False
788,1,,,Earth,0.0,Cancri,16,0.0,797,0,0,0,0,F,166,1.0,797,False,False
789,3,Imprank,5.0,Europa,0.0,Trappist,31,1.0,0,166,4,2177,342,A,8,0.0,2689,False,False
789,3,Frolestty,5.0,Europa,0.0,Trappist,30,0.0,0,142,870,89,3497,A,8,0.0,4598,False,False
789,3,Frolestty,5.0,Europa,1.0,Trappist,26,0.0,0,0,0,0,0,A,8,0.0,0,True,True
790,1,Pottmanley,5.0,Earth,1.0,PSO,20,0.0,0,0,0,0,0,G,119,0.0,0,True,True
791,1,Mcfarmerson,6.0,Earth,1.0,PSO,24,0.0,0,0,0,0,0,G,115,1.0,0,True,False
793,1,Powenoble,7.0,Earth,0.0,PSO,39,0.0,0,0,0,7,766,G,117,1.0,773,False,False
794,2,Dutte,6.0,Mars,1.0,Cancri,19,0.0,0,0,0,0,0,F,144,0.0,0,True,True
794,2,Dutte,6.0,Mars,1.0,Cancri,27,0.0,0,0,0,0,0,F,144,0.0,0,True,True
795,1,Klindsey,7.0,Earth,0.0,Trappist,34,0.0,0,0,0,874,0,F,145,0.0,874,False,False
796,1,Unfile,2.0,Europa,1.0,Cancri,28,0.0,0,0,0,0,0,D,28,0.0,0,True,True
797,1,Noelan,4.0,Earth,0.0,Trappist,29,0.0,0,0,0,0,645,F,146,0.0,645,False,False
798,1,Gelle,4.0,Mars,1.0,PSO,38,0.0,0,0,0,0,0,F,147,0.0,0,True,True
799,1,Presstic,5.0,Europa,0.0,Cancri,36,0.0,0,3462,5,1590,4,A,6,1.0,5061,False,False
802,1,Pimne,10.0,Mars,1.0,Trappist,1,0.0,0,0,0,0,0,F,148,0.0,0,True,True
805,1,Chuble,5.0,Europa,0.0,Cancri,36,1.0,0,13248,100,1953,1,C,29,1.0,15302,False,True
806,2,Nieldson,3.0,Earth,0.0,Trappist,31,0.0,183,0,32,0,1171,F,149,0.0,1386,False,False
806,2,Nieldson,3.0,Earth,0.0,Trappist,1,0.0,0,0,0,0,0,G,120,0.0,0,True,True
808,1,Ramoran,7.0,Earth,0.0,Trappist,31,0.0,159,110,701,0,10,E,57,0.0,980,False,False
809,4,Meake,11.0,Mars,0.0,Trappist,10,0.0,0,0,0,0,0,F,151,0.0,0,True,True
809,4,Meake,11.0,Mars,0.0,Trappist,31,0.0,1227,42,1,0,0,F,151,0.0,1270,False,False
809,4,Meake,11.0,Mars,0.0,Trappist,42,0.0,836,0,51,304,0,F,151,0.0,1191,False,False
809,4,Meake,11.0,Mars,0.0,Trappist,0,0.0,0,0,0,0,0,F,151,0.0,0,True,True
811,3,Knik,7.0,Mars,0.0,PSO,41,0.0,1209,0,0,0,833,F,152,0.0,2042,False,False
811,3,Nutte,7.0,Mars,1.0,Trappist,0,0.0,0,0,0,0,0,F,152,0.0,0,True,True
811,3,Nutte,7.0,Mars,0.0,Trappist,0,0.0,0,0,0,0,0,F,152,0.0,0,True,True
813,1,Katte,7.0,Mars,1.0,Trappist,59,0.0,0,0,0,0,0,F,169,1.0,0,True,True
815,1,Meyersones,9.0,Earth,0.0,Trappist,13,0.0,2,1,30,728,0,E,59,0.0,761,False,False
816,1,Asoppor,3.0,Europa,0.0,Cancri,24,0.0,0,284,0,4614,438,E,60,0.0,5336,False,False
817,1,Baxters,6.0,Earth,1.0,Trappist,20,0.0,0,0,0,0,0,G,119,1.0,0,True,False
818,1,Couseced,5.0,Europa,0.0,Trappist,71,1.0,0,0,0,0,0,B,29,0.0,0,True,True
819,1,Gainney,13.0,Earth,1.0,PSO,23,0.0,0,0,0,0,0,G,121,0.0,0,True,True
820,2,Strongers,11.0,Earth,0.0,Cancri,15,0.0,0,59,714,0,3,F,154,0.0,776,False,True
820,2,Strongers,11.0,Earth,0.0,Trappist,18,0.0,751,0,0,0,0,G,122,0.0,751,False,False
822,1,Sweeton,4.0,Earth,0.0,Trappist,19,0.0,0,561,10,0,161,F,156,0.0,732,False,True
823,2,Carrishley,7.0,Earth,1.0,Cancri,4,0.0,0,0,0,0,0,G,123,0.0,0,True,True
823,2,Carrishley,7.0,Earth,0.0,Cancri,42,0.0,0,0,739,0,0,F,922,0.0,739,False,True
824,1,Chpie,6.0,Mars,0.0,Trappist,51,0.0,815,0,343,55,0,F,158,0.0,1213,False,False
825,1,Wardendez,10.0,Earth,1.0,Trappist,13,0.0,0,0,0,0,0,G,120,1.0,0,True,True
826,1,Hoopez,8.0,Earth,0.0,Trappist,27,0.0,174,653,0,0,0,F,922,1.0,827,False,True
828,2,Santry,11.0,Earth,0.0,Trappist,42,0.0,786,0,22,59,0,F,159,0.0,867,False,False
828,2,Santry,11.0,Earth,0.0,Trappist,41,0.0,324,2,570,7,26,F,159,0.0,929,False,True
829,1,Carverson,4.0,Earth,0.0,PSO,21,0.0,15,0,2695,2,0,F,170,1.0,2712,False,True
830,1,Hinesh,7.0,Earth,0.0,Trappist,31,0.0,14,5,0,795,0,F,171,1.0,814,False,True
833,1,Poicaptic,2.0,Europa,1.0,Cancri,36,0.0,0,0,0,0,0,E,325,0.0,0,True,True
834,1,Pacerty,8.0,Earth,0.0,Trappist,31,0.0,0,0,0,838,27,F,173,1.0,865,False,False
835,1,Frazie,8.0,Earth,0.0,Cancri,14,0.0,77,0,9,424,166,G,124,0.0,676,False,False
836,1,Butte,6.0,Mars,0.0,PSO,32,1.0,494,701,71,0,0,F,160,0.0,1266,False,False
839,1,Pokerheed,4.0,Europa,0.0,Trappist,32,0.0,0,179,0,0,5152,B,30,0.0,5331,False,False
840,1,Braymon,14.0,Earth,0.0,Trappist,27,0.0,663,1111,0,0,2,G,123,1.0,1776,False,False
845,1,Fueling,6.0,Europa,0.0,Cancri,57,0.0,2651,2956,0,266,1300,B,31,0.0,7173,False,False
846,1,Simstravery,8.0,Earth,1.0,Trappist,13,0.0,0,0,0,0,0,G,125,0.0,0,True,False
848,2,Raca,2.0,Mars,1.0,Trappist,30,0.0,0,0,0,0,0,F,175,1.0,0,True,True
848,2,Raca,2.0,Mars,1.0,Trappist,14,0.0,0,0,0,0,0,F,175,1.0,0,True,True
849,2,Oidederval,3.0,Europa,0.0,Trappist,27,0.0,0,0,0,0,0,B,32,0.0,0,True,True
849,2,Oidederval,3.0,Europa,1.0,Cancri,32,0.0,0,0,0,0,0,B,32,0.0,0,True,True
850,1,Nan,8.0,Mars,1.0,Trappist,54,0.0,0,0,0,0,0,E,62,0.0,0,True,True
851,1,Sarios,2.0,Earth,0.0,Cancri,23,0.0,217,378,19,1,12,F,176,1.0,627,False,False
853,1,Ageurante,1.0,Europa,1.0,Cancri,38,0.0,0,0,0,0,0,A,9,0.0,0,True,True
859,1,Lambles,8.0,Earth,1.0,Trappist,32,0.0,0,0,0,0,0,G,127,0.0,0,True,True
860,1,,,Earth,0.0,Trappist,24,0.0,34,7,320,0,427,E,48,1.0,788,False,False
863,3,Walkerez,4.0,Earth,1.0,Trappist,36,0.0,0,0,0,0,0,G,129,0.0,0,True,False
863,3,Walkerez,4.0,Earth,0.0,Trappist,11,0.0,0,0,0,0,0,G,129,0.0,0,True,False
863,3,Walkerez,4.0,Earth,1.0,Trappist,6,0.0,0,0,0,0,0,G,129,0.0,0,True,False
865,2,,,Europa,1.0,Cancri,36,0.0,0,0,0,0,0,B,35,0.0,0,True,True
865,2,Sandul,4.0,Europa,1.0,Cancri,22,0.0,0,0,0,0,0,B,35,0.0,0,True,True
867,1,Stephendsey,7.0,Earth,0.0,Trappist,28,0.0,2,850,18,2,0,F,163,0.0,872,False,False
868,1,Peckers,4.0,Earth,1.0,Trappist,37,0.0,0,0,0,0,0,G,130,0.0,0,True,True
869,1,Sweene,8.0,Earth,0.0,Trappist,55,0.0,280,0,444,0,0,F,164,0.0,724,False,False
870,1,Maynardner,9.0,Earth,0.0,PSO,31,0.0,112,473,0,92,0,G,126,1.0,677,False,False
871,1,Geneltic,4.0,Europa,0.0,Trappist,20,0.0,2,4754,0,246,31,A,10,0.0,5033,False,True
873,1,Franton,9.0,Earth,0.0,Trappist,16,0.0,0,0,32,2529,92,F,180,1.0,2653,False,False
874,1,Briggston,16.0,Earth,0.0,Trappist,19,0.0,0,162,540,0,0,F,165,0.0,702,False,False
875,1,,,Earth,0.0,Trappist,38,0.0,0,0,0,0,0,G,131,0.0,0,True,False
876,1,Leodger,6.0,Earth,0.0,Trappist,35,0.0,12,687,46,2,0,F,166,0.0,747,False,False
877,1,Covetive,7.0,Europa,1.0,Cancri,33,0.0,0,0,0,0,0,C,30,1.0,0,True,True
878,1,Bancy,9.0,Mars,0.0,PSO,37,1.0,381,0,3,447,0,D,31,0.0,831,False,False
879,1,Lanks,3.0,Earth,0.0,Trappist,46,0.0,784,0,0,0,4,E,298,1.0,788,False,False
881,1,Reedall,9.0,Europa,0.0,Trappist,41,0.0,3103,3,0,31,26,D,32,0.0,3163,False,False
883,1,Malliamsey,7.0,Earth,0.0,Trappist,13,0.0,875,5,10,18,0,G,127,1.0,908,False,False
885,2,Pittson,7.0,Earth,1.0,Trappist,31,0.0,0,0,0,0,0,G,133,0.0,0,True,False
885,2,Pittson,7.0,Earth,1.0,Cancri,52,0.0,0,0,0,0,0,G,133,0.0,0,True,True
889,2,Polksy,7.0,Europa,0.0,Trappist,48,0.0,0,0,0,0,0,C,32,1.0,0,True,False
889,2,Polksy,7.0,Europa,0.0,Cancri,27,0.0,1,12804,0,10,52,C,32,1.0,12867,False,True
890,1,,,Mars,0.0,Trappist,16,0.0,172,545,338,9,0,F,184,1.0,1064,False,False
893,1,Barris,13.0,Earth,1.0,Cancri,32,0.0,0,0,0,0,0,G,129,1.0,0,True,True
898,1,Alldson,14.0,Earth,1.0,Trappist,25,0.0,0,0,0,0,0,G,134,0.0,0,True,False
899,2,Warrishales,10.0,Earth,0.0,Trappist,26,0.0,0,0,716,0,1,F,187,1.0,717,False,True
899,2,Warrishales,10.0,Earth,1.0,Trappist,44,0.0,0,0,0,0,0,G,130,1.0,0,True,False
901,1,Porki,5.0,Mars,0.0,Trappist,32,0.0,47,0,2552,0,0,F,167,0.0,2599,False,True
902,1,Jacostaney,10.0,Earth,0.0,Trappist,18,0.0,200,124,0,413,0,F,188,1.0,737,False,True
903,1,Rushorney,5.0,Earth,1.0,Cancri,23,0.0,0,0,0,0,0,G,135,0.0,0,True,False
904,1,Alcemblery,5.0,Europa,0.0,Trappist,44,0.0,0,2792,0,148,1043,C,33,1.0,3983,False,False
905,1,Kin,4.0,Mars,0.0,PSO,29,0.0,4,0,421,435,19,D,38,1.0,879,False,False
906,1,Hinetthews,10.0,Earth,0.0,Cancri,19,0.0,0,388,469,275,0,F,168,0.0,1132,False,True
907,2,Cassiding,8.0,Europa,0.0,Cancri,41,0.0,0,5738,7,9038,28,B,34,1.0,14811,False,False
907,2,Cassiding,8.0,Europa,0.0,Trappist,28,0.0,0,1736,312,145,634,B,34,1.0,2827,False,False
910,1,Burryerson,4.0,Earth,1.0,Trappist,19,0.0,0,0,0,0,0,G,137,0.0,0,True,True
911,2,Blate,4.0,Mars,0.0,Trappist,32,1.0,2492,0,496,136,4,F,189,1.0,3128,False,False
911,2,Blate,4.0,Mars,0.0,Trappist,74,0.0,853,0,543,31,0,F,189,1.0,1427,False,True
912,1,Imprank,5.0,Europa,0.0,Trappist,31,0.0,0,7461,0,369,450,B,37,0.0,8280,False,True
913,1,Parymider,4.0,Europa,0.0,Cancri,38,0.0,0,172,0,5907,34,E,51,1.0,6113,False,False
915,1,Leodger,6.0,Earth,0.0,Trappist,20,0.0,157,0,0,544,3,G,138,0.0,704,False,False
918,1,Fuenterson,3.0,Earth,0.0,Trappist,24,0.0,47,0,10,139,1406,E,66,0.0,1602,False,False
919,1,Kimons,10.0,Earth,0.0,PSO,26,0.0,18,84,93,886,289,F,190,1.0,1370,False,False
921,1,Vinston,6.0,Earth,1.0,PSO,44,0.0,0,0,0,0,0,G,139,0.0,0,True,False
922,2,Obedaming,4.0,Europa,1.0,Cancri,33,0.0,0,0,0,0,0,B,35,1.0,0,True,True
922,2,Obedaming,4.0,Europa,0.0,Cancri,31,0.0,0,1095,0,169,1226,B,35,1.0,2490,False,False
923,2,Stiviorad,5.0,Europa,0.0,Cancri,36,0.0,0,7767,0,15,2453,C,38,0.0,10235,False,True
923,2,Stiviorad,5.0,Europa,1.0,Trappist,22,0.0,0,0,0,0,0,B,38,0.0,0,True,True
924,1,Chaellerty,7.0,Earth,0.0,Trappist,33,0.0,13,0,984,0,0,E,67,0.0,997,False,False
925,3,Kraie,6.0,Mars,0.0,Trappist,34,0.0,379,0,1626,0,0,F,191,1.0,2005,False,False
925,3,Kraie,6.0,Mars,1.0,Trappist,11,0.0,0,0,0,0,0,F,191,1.0,0,True,True
925,3,Kraie,6.0,Mars,1.0,Trappist,41,0.0,0,0,0,0,0,F,191,1.0,0,True,True
926,2,Asticit,3.0,Europa,0.0,Cancri,30,0.0,0,7992,0,507,25,B,39,0.0,8524,False,True
926,2,Asticit,3.0,Europa,0.0,Trappist,30,0.0,0,760,234,2761,81,B,39,0.0,3836,False,False
927,1,Avisnydes,7.0,Earth,0.0,Trappist,25,0.0,0,948,699,43,22,G,140,0.0,1712,False,False
928,1,Ryanglasey,3.0,Earth,1.0,PSO,31,0.0,0,0,0,0,0,G,133,1.0,0,True,True
930,2,Sweett,13.0,Earth,0.0,Trappist,38,0.0,646,0,0,135,260,F,192,1.0,1041,False,False
930,2,Sweett,13.0,Earth,1.0,Trappist,15,0.0,0,0,0,0,0,G,134,1.0,0,True,True
931,1,Flynnis,9.0,Earth,0.0,Trappist,19,0.0,0,740,115,126,491,F,193,1.0,1472,False,True
932,1,Pette,5.0,Mars,1.0,Trappist,29,0.0,0,0,0,0,0,E,295,0.0,0,True,True
933,2,,,Europa,0.0,Trappist,30,0.0,14,12045,0,2121,0,C,35,1.0,14180,False,True
933,2,Fawnsive,4.0,Europa,0.0,Trappist,29,0.0,0,1127,0,1867,1070,C,35,1.0,4064,False,False
935,1,Rocknight,10.0,Earth,0.0,Trappist,36,0.0,0,11,0,18,872,F,194,1.0,901,False,False
938,3,Solinez,11.0,Earth,0.0,Trappist,24,0.0,174,0,0,630,0,F,172,0.0,804,False,False
938,3,Solinez,11.0,Earth,0.0,Trappist,30,0.0,0,0,871,0,0,E,68,0.0,871,False,True
938,3,Solinez,11.0,Earth,0.0,Trappist,0,0.0,0,0,0,0,0,G,143,0.0,0,True,True
939,1,Peter,10.0,Earth,1.0,Trappist,15,0.0,0,0,0,0,0,G,135,1.0,0,True,True
940,1,Byerton,8.0,Earth,0.0,Trappist,38,0.0,55,741,0,0,13,G,136,1.0,809,False,True
941,1,Steeletters,7.0,Earth,0.0,Trappist,13,0.0,0,7,0,1175,0,F,195,1.0,1182,False,False
942,1,Vloaf,16.0,Mars,0.0,Trappist,18,0.0,594,0,555,0,0,F,196,1.0,1149,False,False
944,2,Weaverays,8.0,Earth,0.0,Trappist,16,0.0,891,0,831,0,0,G,137,1.0,1722,False,False
944,2,Weaverays,8.0,Earth,0.0,Cancri,8,0.0,0,0,0,0,0,G,137,1.0,0,True,False
946,1,Emenez,15.0,Earth,0.0,Trappist,19,0.0,72,5,0,342,188,F,198,1.0,607,False,True
947,1,Frandriquez,4.0,Earth,0.0,Cancri,26,0.0,0,474,0,0,201,G,138,1.0,675,False,False
949,1,Johnsby,8.0,Earth,1.0,Cancri,15,0.0,0,0,0,0,0,G,140,1.0,0,True,True
951,1,Lunapperts,10.0,Earth,1.0,PSO,38,0.0,0,0,0,0,0,G,144,0.0,0,True,True
952,1,Colle,4.0,Mars,0.0,Trappist,45,0.0,877,0,1383,0,0,F,175,0.0,2260,False,False
953,1,Potters,14.0,Earth,0.0,PSO,48,0.0,0,306,3,354,359,F,199,1.0,1022,False,False
955,1,Smalloney,3.0,Earth,1.0,Cancri,17,0.0,0,0,0,0,0,G,145,0.0,0,True,False
956,1,Bartez,8.0,Earth,0.0,Trappist,28,0.0,0,631,0,5,0,E,70,0.0,636,False,True
957,1,Hapie,9.0,Mars,1.0,Trappist,41,0.0,0,0,0,0,0,F,201,1.0,0,True,True
960,1,Youngrayes,7.0,Earth,0.0,Trappist,19,0.0,3,0,69,0,788,E,72,0.0,860,False,False
961,1,Lewinez,5.0,Earth,0.0,Cancri,14,0.0,0,885,8,0,0,G,141,1.0,893,False,True
964,2,Platch,12.0,Europa,1.0,Trappist,21,0.0,0,0,0,0,0,B,36,1.0,0,True,True
964,2,Platch,12.0,Europa,1.0,Trappist,48,0.0,0,0,0,0,0,B,36,1.0,0,True,True
965,1,Depie,2.0,Mars,0.0,Trappist,19,0.0,631,0,834,304,0,F,178,0.0,1769,False,False
966,1,Fulloydez,14.0,Earth,0.0,Trappist,29,0.0,1377,0,0,167,0,F,179,0.0,1544,False,False
968,1,Figuez,7.0,Earth,0.0,Trappist,20,0.0,792,0,0,0,0,E,53,1.0,792,False,False
969,1,Emone,6.0,Mars,1.0,Trappist,44,0.0,0,0,0,0,0,F,202,1.0,0,True,True
970,1,Blace,8.0,Earth,1.0,Trappist,19,0.0,0,0,0,0,0,G,142,1.0,0,True,True
971,1,,,Earth,1.0,Trappist,64,0.0,0,0,0,0,0,G,143,1.0,0,True,False
972,1,Humphreyes,4.0,Earth,0.0,Trappist,21,0.0,0,314,323,1026,6,E,54,1.0,1669,False,False
975,1,Hoppernardy,9.0,Earth,0.0,Cancri,32,0.0,58,317,448,3,0,E,56,1.0,826,False,True
976,1,Sweeton,4.0,Earth,1.0,Trappist,20,0.0,0,0,0,0,0,G,146,0.0,0,True,False
978,1,Coxterez,10.0,Earth,0.0,Trappist,24,0.0,796,32,8,0,0,F,203,1.0,836,False,False
979,1,Fushausive,9.0,Europa,0.0,Trappist,44,0.0,0,0,0,0,0,B,40,0.0,0,True,True
982,2,Hewson,10.0,Earth,1.0,PSO,57,0.0,0,0,0,0,0,G,145,1.0,0,True,True
982,2,Hewson,10.0,Earth,0.0,Trappist,51,0.0,298,263,4,0,0,G,145,1.0,565,False,False
983,1,Wiggs,7.0,Earth,1.0,Cancri,34,0.0,0,0,0,0,0,G,149,0.0,0,True,True
984,8,Woodwin,3.0,Earth,0.0,Trappist,45,0.0,0,1,13,0,873,G,150,0.0,887,False,False
984,8,,,Earth,0.0,Trappist,24,0.0,0,0,718,0,0,F,182,0.0,718,False,False
984,8,Sweekstarks,7.0,Earth,0.0,Trappist,23,0.0,0,0,490,0,319,G,150,0.0,809,False,False
984,8,Sweekstarks,7.0,Earth,1.0,Trappist,30,0.0,0,0,0,0,0,G,150,0.0,0,True,True
984,8,Sweekstarks,7.0,Earth,0.0,Cancri,20,0.0,0,11,0,136,1088,F,182,0.0,1235,False,False
984,8,Sweekstarks,7.0,Earth,1.0,Trappist,22,0.0,0,0,0,0,0,G,150,0.0,0,True,True
984,8,Flemaney,9.0,Earth,1.0,PSO,23,0.0,0,0,0,0,0,G,150,0.0,0,True,False
984,8,Flemaney,9.0,Earth,1.0,Trappist,71,0.0,0,0,0,0,0,G,150,0.0,0,True,True
985,1,Reyerson,2.0,Earth,0.0,Cancri,18,0.0,6,0,120,12,704,E,57,1.0,842,False,True
987,1,Norrison,6.0,Earth,0.0,Trappist,16,0.0,3,0,35,150,478,F,204,1.0,666,False,False
988,2,Bartez,8.0,Earth,0.0,Trappist,28,0.0,0,3,906,0,0,G,151,0.0,909,False,False
988,2,Bartez,8.0,Earth,0.0,Trappist,36,0.0,1,784,0,55,149,E,73,0.0,989,False,True
989,1,Moranthons,4.0,Earth,0.0,Trappist,6,0.0,0,0,0,0,0,G,146,1.0,0,True,False
990,1,Cochrisons,9.0,Earth,0.0,PSO,26,0.0,0,541,46,4,96,F,183,0.0,687,False,False
991,1,Acobsond,8.0,Earth,1.0,Trappist,27,0.0,0,0,0,0,0,G,152,0.0,0,True,False
992,6,Kiling,11.0,Europa,0.0,Trappist,49,0.0,31,2727,0,184,135,D,35,0.0,3077,False,True
992,6,Kiling,11.0,Europa,0.0,Trappist,29,0.0,387,942,0,9927,1341,D,35,0.0,12597,False,False
992,6,Herpumble,3.0,Europa,0.0,Cancri,46,0.0,1192,1736,17,21,0,D,35,0.0,2966,False,True
992,6,Herpumble,3.0,Europa,0.0,Cancri,35,1.0,8030,300,0,0,1436,E,328,0.0,9766,False,False
992,6,Kiling,11.0,Europa,1.0,Cancri,17,0.0,0,0,0,0,0,D,35,0.0,0,True,True
992,6,Kiling,11.0,Europa,0.0,Cancri,37,0.0,4301,791,0,1748,91,D,35,0.0,6931,False,False
993,1,Miltongson,8.0,Earth,0.0,Cancri,24,0.0,252,0,0,449,0,F,184,0.0,701,False,False
994,2,Wartyson,12.0,Earth,1.0,Trappist,47,0.0,0,0,0,0,0,G,153,0.0,0,True,False
994,2,Wartyson,12.0,Earth,0.0,Trappist,26,0.0,621,1,98,11,135,F,185,0.0,866,False,False
995,1,Barmant,3.0,Europa,1.0,Cancri,46,0.0,0,0,0,0,0,C,36,1.0,0,True,True
997,1,Shpie,6.0,Mars,0.0,Trappist,27,0.0,253,0,880,22,2,F,186,0.0,1157,False,False
998,1,Suptibler,6.0,Europa,0.0,Trappist,56,0.0,0,7447,0,253,35,C,37,1.0,7735,False,True
1000,1,Harte,3.0,Mars,0.0,Trappist,18,0.0,885,0,32,0,0,D,39,1.0,917,False,False
1001,1,Llonovancis,9.0,Earth,1.0,Trappist,15,0.0,0,0,0,0,0,G,154,0.0,0,True,False
1002,3,Leste,6.0,Mars,0.0,Cancri,3,0.0,0,0,0,0,0,F,187,0.0,0,True,True
1002,3,Leste,6.0,Mars,0.0,Trappist,42,0.0,1050,0,715,0,3,F,187,0.0,1768,False,False
1002,3,Leste,6.0,Mars,1.0,Trappist,1,0.0,0,0,0,0,0,F,187,0.0,0,True,True
1004,1,Wassird,8.0,Europa,1.0,Cancri,56,0.0,0,0,0,0,0,A,11,0.0,0,True,True
1005,1,Juartis,6.0,Earth,0.0,Trappist,20,0.0,0,0,4,9,773,G,156,0.0,786,False,False
1006,3,Summington,10.0,Earth,0.0,Trappist,21,0.0,0,0,0,0,791,E,74,0.0,791,False,False
1006,3,Summington,10.0,Earth,1.0,Trappist,5,0.0,0,0,0,0,0,E,74,0.0,0,True,True
1006,3,Summington,10.0,Earth,0.0,Trappist,12,0.0,0,0,0,0,0,G,696,0.0,0,True,True
1008,2,Spistory,4.0,Europa,1.0,Cancri,39,0.0,0,0,0,0,0,C,39,0.0,0,True,True
1008,2,Spistory,4.0,Europa,1.0,Trappist,60,0.0,0,0,0,0,0,C,39,0.0,0,True,True
1011,2,Prinson,6.0,Earth,0.0,Trappist,31,0.0,1633,4,49,6,0,G,696,1.0,1692,False,False
1011,2,Prinson,6.0,Earth,1.0,Trappist,58,0.0,0,0,0,0,0,G,148,1.0,0,True,False
1012,1,Hubbarton,8.0,Earth,1.0,Trappist,19,0.0,0,0,0,0,0,G,149,1.0,0,True,True
1013,1,Farleyatton,11.0,Earth,1.0,Trappist,29,0.0,0,0,0,0,0,G,158,0.0,0,True,False
1014,1,Frasp,8.0,Mars,1.0,Trappist,19,0.0,0,0,0,0,0,F,207,1.0,0,True,True
1015,1,Antoshipson,7.0,Earth,0.0,Trappist,44,0.0,0,131,267,554,0,F,189,0.0,952,False,False
1017,1,Blanglison,6.0,Earth,0.0,Trappist,20,0.0,0,15,122,1125,0,F,190,0.0,1262,False,False
1018,1,Webstephrey,10.0,Earth,1.0,Trappist,18,0.0,0,0,0,0,0,G,150,1.0,0,True,True
1019,1,Wilderssen,12.0,Earth,0.0,Trappist,36,0.0,1,1410,0,1,0,F,191,0.0,1412,False,True
1020,1,Wala,11.0,Mars,1.0,Trappist,25,0.0,0,0,0,0,0,F,208,1.0,0,True,True
1022,1,Blanglison,6.0,Earth,0.0,Trappist,15,0.0,48,6,0,954,0,E,295,1.0,1008,False,False
1024,4,Chavezalez,9.0,Earth,0.0,Cancri,18,0.0,187,12,0,1277,0,F,209,1.0,1476,False,False
1024,4,Nichaner,6.0,Earth,1.0,Trappist,0,0.0,0,0,0,0,0,G,152,1.0,0,True,True
1024,4,Chavezalez,9.0,Earth,0.0,Cancri,54,0.0,0,5,0,594,209,G,152,1.0,808,False,False
1024,4,Chavezalez,9.0,Earth,0.0,Cancri,0,0.0,0,0,0,0,0,G,152,1.0,0,True,False
1025,1,Harverez,9.0,Earth,0.0,Trappist,20,0.0,759,0,106,202,0,F,210,1.0,1067,False,False
1026,1,Leetersoney,3.0,Earth,1.0,Trappist,21,0.0,0,0,0,0,0,G,159,0.0,0,True,False
1027,4,Dal,11.0,Mars,0.0,Trappist,8,0.0,0,0,0,0,0,F,211,1.0,0,True,True
1027,4,Dal,11.0,Mars,0.0,Trappist,46,0.0,1454,0,81,38,0,F,211,1.0,1573,False,False
1027,4,Dal,11.0,Mars,0.0,Trappist,31,0.0,231,0,1022,279,9,F,211,1.0,1541,False,False
1027,4,Dal,11.0,Mars,0.0,Cancri,3,0.0,0,0,0,0,0,F,211,1.0,0,True,True
1029,1,Racke,4.0,Mars,1.0,Trappist,30,0.0,0,0,0,0,0,F,212,1.0,0,True,True
1030,1,Farleyatton,11.0,Earth,0.0,Trappist,23,0.0,1081,0,0,0,7,F,213,1.0,1088,False,False
1031,1,Leonzaley,9.0,Earth,0.0,Trappist,14,0.0,756,84,0,8,99,F,194,0.0,947,False,False
1032,1,Garzaley,8.0,Earth,1.0,PSO,25,0.0,0,0,0,0,0,G,153,1.0,0,True,False
